e1,e2,sim,label,annotated
antibacterial drug,antiretroviral drugs,74,0,manually
soriatane,loratadine,74,0,pubmed_formula
oxacillin,ampicillin,74,0,pubmed_formula
arthropan,argatroban,74,0,pubmed_formula
clofibric acid,ascorbic acid,74,0,pubmed_formula
nelfinavir,lopinavir,74,0,pubmed_formula
sirolimus,everolimus,74,0,pubmed_formula
penicillin g,d-penicillamine,74,0,pubmed_formula
nitrite,amyl nitrite,74,0,pubmed_formula
rifamycin,plicamycin,74,0,pubmed_formula
kanamycin,vancomycin,74,0,pubmed_formula
penicillin v,d-penicillamine,74,0,pubmed_formula
etomidate,etofibrate,74,0,pubmed_formula
cycloserine,cysteine,74,0,pubmed_formula
neurotensin,lotensin,74,0,pubmed_formula
type 1c antiarrhythmics,anti-arrhythmic,74,0,manually
potassium-sparing diuretics,potassium-sparing antihypertensives,74,0,manually
tolazoline,thorazine,74,0,pubmed_formula
oxaprozin,enoxaparin,74,0,pubmed_formula
sulfonamide antibiotics,quinolone antibiotic,74,0,manually
meperidine,ephedrine,74,0,pubmed_formula
spermidine,primidone,74,0,pubmed_formula
avastin,atorvastatin,74,0,manually
antithyroid agents,antipsychotic agents,74,0,manually
antidiabetic agent,antiarrhythmic agent,74,0,manually
pyrilamine,primidone,74,0,pubmed_formula
pyridoxine,primidone,74,0,pubmed_formula
thyroid drugs,thiazide drugs,74,0,manually
levamisole,ergamisol,74,0,pubmed_formula
rifapentine,rifampin,74,0,pubmed_formula
diltiazem hydrochloride,clonidine hydrochloride,74,0,pubmed_formula
antineoplastic drugs,antipsychotic drug,74,0,manually
mithracin,bacitracin,74,0,manually
psychotropics,antipsychotics,74,0,manually
tricyclic anti-depressants,maoi antidepressants,74,0,manually
prelone,prednisolone,74,1,pubmed_synonyms
hypnotic drugs,thyroid drugs,74,0,manually
anticoagulant agents,antianxiety agents,74,0,manually
lofexidine,clonidine,74,0,pubmed_formula
anti platelet agents,antianxiety agents,74,0,manually
rapamycin,daptomycin,74,0,pubmed_formula
immunosuppressive drugs,immunosuppressants,73,1,manually
cycloserine,ciclosporin,73,0,pubmed_formula
nilutamide,nicotinamide,73,0,pubmed_formula
paraxanthine,paroxetine,73,0,pubmed_formula
trimeprazine,imipramine,73,0,pubmed_formula
promethazine,paroxetine,73,0,pubmed_formula
ziprasidone,risperidone,73,0,pubmed_formula
s(-)warfarin,r warfarin,73,0,manually
metronidazole,imidazole,73,0,pubmed_formula
tetracycline class,oxytetracycline,73,0,manually
beta blocking agents,neuromuscular blocking agents,73,0,manually
hydroxylamine,4-hydroxyatomoxetine,73,0,pubmed_formula
phenobarbital sodium,pentobarbital,73,0,pubmed_formula
pilocarpine,nicardipine,73,0,pubmed_formula
nisoldipine,nicardipine,73,0,pubmed_formula
misonidazole,isoniazide,73,0,pubmed_formula
norethandrolone,methandrostenolone,73,0,pubmed_formula
phentolamine,phenelzine,73,0,pubmed_formula
thiazide drugs,thiazide,73,1,manually
mesoridazine,meperidine,73,0,pubmed_formula
phentolamine,phenformin,73,0,pubmed_formula
tricyclic antidepressant,maoi antidepressants,73,0,manually
miconazole,ketoconazole,73,0,pubmed_formula
vitamin d preparations,thyroid preparation,73,0,manually
hydroxylamine,thyroxine,73,0,pubmed_formula
simvastatin,pravastatin,73,0,pubmed_formula
omeprazole,lansoprazole,73,0,pubmed_formula
sulfonamide antibiotics,macrolide antibiotics,73,0,manually
minocycline,lymecycline,73,0,pubmed_formula
somatostatin,lovastatin,73,0,pubmed_formula
coumarin drugs,uricosuric drugs,73,0,manually
vitamin d3,vitamin b-12,73,0,pubmed_formula
piperazine,piperacillin,73,0,pubmed_formula
trimeprazine,piperazine,73,0,pubmed_formula
vincristine,vinblastine,73,0,pubmed_formula
methionine,methdilazine,73,0,pubmed_formula
terfenadine,terbinafine,73,0,pubmed_formula
paraxanthine,persantine,73,0,pubmed_formula
somatostatin,somatropin,73,0,manually
tetracycline,sertraline,73,0,pubmed_formula
short-acting nitrates,short-acting benzodiazepines,73,0,manually
piperacillin,penicillin,73,0,pubmed_formula
pentazocine,pentamidine,73,0,pubmed_formula
synthetic steroidal progestogen,synthetic steroids,73,0,manually
sumatriptan,naratriptan,73,0,pubmed_formula
sodium valproate,sodium citrate,73,0,pubmed_formula
sodium nitroprusside,sodium iodide,73,0,pubmed_formula
phenacemide,pentamidine,73,0,pubmed_formula
piperazine,perphenazine,73,0,pubmed_formula
interferon-alfa,interferon beta,73,0,manually
interferon-alfa,interferon beta-1a,73,0,manually
phenothiazine,penthrane,73,0,pubmed_formula
sulfur,sular,73,0,pubmed_formula
pure agonist opioid analgesic,mixed agonist/antagonist opioid analgesics,73,0,manually
sulfoxone,sulfisoxazole,73,0,pubmed_formula
letrozole,metronidazole,73,0,pubmed_formula
phenelzine,perphenazine,73,0,pubmed_formula
terbutaline,terbinafine,73,0,pubmed_formula
potassium-sparing antihypertensives,potassium- sparing diuretics,73,0,manually
beta-blocking,beta blocking agents,73,1,manually
antiplatelet medication,anticonvulsant medications,73,0,manually
cycloserine,dicyclomine,73,0,pubmed_formula
videx,didrex,73,0,pubmed_formula
ethionamide,bentiromide,73,0,pubmed_formula
piperacillin,ampicillin,73,0,pubmed_formula
echistatin,cerivastatin,73,0,pubmed_formula
penciclovir,6-deoxy penciclovir,73,0,pubmed_formula
penicillin v,ampicillin,73,0,pubmed_formula
penicillin g,ampicillin,73,0,pubmed_formula
sumatriptan,almotriptan,73,0,pubmed_formula
clonidine,cephaloridine,73,0,pubmed_formula
fluvoxamine maleate,fluvoxamine,73,0,pubmed_formula
altretamine,amphetamine,73,0,pubmed_formula
phenothiazine,benzothiadiazines,73,0,manually
antidiabetic medication,antidiabetic products,73,1,manually
lovastatin,cerivastatin,73,0,pubmed_formula
minocycline,dicyclomine,73,0,pubmed_formula
adrenergic neuron blocking agents,beta-adrenoceptor blocking agents,73,0,manually
doxycycline,dicyclomine,73,0,pubmed_formula
analgesic agents,adrenergic agents,73,0,manually
dexamethasone,deltasone,73,0,pubmed_formula
3-hydroxy levobupivacaine,desbutyl levobupivacaine,73,0,manually
levorphanol,butorphanol,73,0,pubmed_formula
nefazodone,furazolidone,73,0,pubmed_formula
fenfluramine,desflurane,73,0,pubmed_formula
nortriptyline hydrochloride,desipramine hydrochloride,73,0,pubmed_formula
nafazodone,furazolidone,73,0,manually
fluoxetine hydrochloride,desipramine hydrochloride,73,0,pubmed_formula
diphenoxylate hydrochloride,desipramine hydrochloride,73,0,pubmed_formula
soriatane,desloratadine,73,0,pubmed_formula
beta adrenergic blockers,b-adrenergic blocking agents,73,1,manually
lisinopril,fosinoprilat,73,0,pubmed_formula
methadone,dexamethasone,73,0,pubmed_formula
thioridazine,cetirizine,73,0,pubmed_formula
simvastatin,fluvastatin,73,0,pubmed_formula
pravastatin,fluvastatin,73,0,pubmed_formula
estazolam,acetazolamide,73,0,pubmed_formula
beta blocking agents,calcium-entry blocking agents,73,0,manually
theophylline,dyphylline,73,0,pubmed_formula
mitoxantrone,amiodarone,73,0,pubmed_formula
ganglionic blocking agents,calcium-entry blocking agents,73,0,manually
penciclovir,famciclovir,73,0,pubmed_formula
bezafibrate,fenofibrate,73,0,pubmed_formula
ganglionic blocking agents,calcium-blocking agents,73,0,manually
minocycline,aminopyrine,73,0,pubmed_formula
antineoplastic agents,anticoagulant agents,73,0,manually
lymecycline,doxycycline,73,0,pubmed_formula
minocycline,doxycycline,73,0,pubmed_formula
trazodone hydrochloride,fexofenadine hydrochloride,73,0,pubmed_formula
diuretic agents,antidiabetic agent,73,0,manually
methenamine,amphetamine,73,0,pubmed_formula
fexofenadine hydrochloride,diphenhydramine hydrochloride,73,0,pubmed_formula
beta-adrenergic receptor blockers,adrenergic blockers,73,0,manually
phenelzine,fluphenazine,73,0,pubmed_formula
eptifibatide,etofibrate,73,0,pubmed_formula
verapamil hydrochloride,diphenhydramine hydrochloride,73,0,pubmed_formula
pentamidine,amphetamine,73,0,pubmed_formula
phenyramidol,diphenidol,73,0,pubmed_formula
loperamide,disopyramide,73,0,pubmed_formula
p-aminosalicylic acid,acetylsalicylic acid,73,0,pubmed_formula
antipsychotic agents,anticholinergic agent,73,0,manually
cloxacillin,amoxicillin,73,0,pubmed_formula
streptomycin,daptomycin,73,0,pubmed_formula
phenytoin sodium,heparin sodium,73,0,pubmed_formula
warfarin-type anticoagulant,coumarin anticoagulant,73,0,manually
anticoagulant medication,anticoagulant agents,73,1,manually
desipramine hydrochloride,colestipol hydrochloride,73,0,manually
hydrocortisone,hydrochloroquine,73,0,manually
immunodepressant,antidepressant,73,0,manually
hydroxyzine,hydralazine,73,0,pubmed_formula
chlorpheniramine,chlorpropamide,73,0,pubmed_formula
cyclophosphamide,chlorpropamide,73,0,pubmed_formula
fondaparinux sodium,heparin sodium,73,0,pubmed_formula
chlorpheniramine,chlorpromazine,73,0,pubmed_formula
vancomycin,dactinomycin,73,0,pubmed_formula
antipsychotic agents,antimycobacterial agents,73,0,manually
anti-hypertensive drug,antihypertensive medication,73,1,manually
contraceptive product,contraceptive agents,73,1,manually
thiazide,chlorothiazide,73,1,pubmed_synonyms
vasodilators,coronary vasodilators,73,0,manually
anticoagulant medication,antiretroviral medication,73,0,manually
bupropion,buprenorphine,73,0,pubmed_formula
clotrimazole,cilostazol,73,0,pubmed_formula
hypoglycemic agents,hypnotic agent,73,0,manually
anticoagulant medication,antipsychotic medications,73,0,manually
diphenhydramine hydrochloride,clonidine hydrochloride,73,0,pubmed_formula
antipyrine,antipyretics,73,0,manually
haloperidol,allopurinol,73,0,pubmed_formula
ciprofloxacin,cinoxacin,73,0,pubmed_formula
azathioprine,antipyrine,73,0,pubmed_formula
anisindione,anileridine,73,0,pubmed_formula
s warfarin,(r)-warfarin,73,0,manually
hypnotic drugs,hypnotic,73,1,manually
r warfarin,(s)-warfarin,73,0,manually
hypnotic agent,hypnotic,73,1,manually
anti platelet agents,antineoplastic agents,73,0,manually
hydroxyzine,hydroxyurea,73,0,pubmed_formula
coumarin drugs,coumarin,73,1,manually
valproic acid,aminocaproic acid,73,0,pubmed_formula
broad-spectrum antibiotics,beta-lactam antibiotics,73,0,manually
neurotensin,angiotensin,73,0,manually
hypnotic agent,cytostatic agent,73,0,manually
promazine,ethopropazine,73,0,pubmed_formula
daptomycin,azithromycin,73,0,pubmed_formula
copper sulfate,atropine sulfate,73,0,pubmed_formula
chlorothiazide,chlordiazepoxide,73,0,pubmed_formula
hypnotic agent,cytotoxic agents,73,0,manually
hydroxylamine,4-hydroxytolbutamide,73,0,pubmed_formula
chlorotrianisene,chlorothiazide,73,0,pubmed_formula
arava,anavar,73,0,pubmed_formula
nardil,advil,73,0,pubmed_formula
chlorotrianisene,chloroprocaine,73,0,pubmed_formula
prochlorperazine,chloroprocaine,73,0,pubmed_formula
antithyroid agents,antihypertensive agents,73,0,manually
procaine,chloroprocaine,73,0,pubmed_formula
lincomycin,dactinomycin,73,0,pubmed_formula
metrizamide,ethionamide,73,0,pubmed_formula
methenamine,ethionamide,73,0,pubmed_formula
ranitidine,guanethidine,73,0,pubmed_formula
ofloxacin,grepafloxacin,73,0,pubmed_formula
non-selective beta-adrenergic-blocking agents,alpha-adrenergic blocking agents,73,0,manually
antihypertensive medication,antihypertensive drugs,73,1,manually
chlorpheniramine,chloroprocaine,73,0,pubmed_formula
ondansetron,granisetron,73,0,pubmed_formula
antimuscarinics,antihistaminics,73,0,manually
moclobemide,metoclopramide,72,0,pubmed_formula
promethazine,phenothiazine,72,0,pubmed_formula
telithromycin,streptomycin,72,0,pubmed_formula
phenytoin sodium,phenytoin,72,0,pubmed_formula
streptomycin,streptokinase,72,0,manually
metrizamide,metoclopramide,72,0,pubmed_formula
calcium-entry blocking agents,alpha-adrenergic blocking agents,72,0,manually
phenytoin sodium,phenobarbital sodium,72,0,pubmed_formula
phentolamine,phenothiazine,72,0,pubmed_formula
phenytoin,phenyltoloxamine,72,0,pubmed_formula
pyrazolone derivatives,phenothiazine derivatives,72,0,manually
levamisole hydrochloride,buspirone hydrochloride,72,0,pubmed_formula
nortriptyline hydrochloride,buspirone hydrochloride,72,0,pubmed_formula
ganglionic blocking agents,alpha-adrenergic blocking agents,72,0,manually
magnesium hydroxide,aluminum hydoxide,72,0,manually
antiplatelet agents,anticoagulant agents,72,0,manually
aminosalicylic acid,aminocaproic acid,72,0,pubmed_formula
beta-blocker,alpha-blocker,72,0,manually
hydroxybupropion,bupropion,72,0,pubmed_formula
metrizamide,metaclopramide,72,0,pubmed_formula
buspirone hydrochloride,buspirone hcl,72,1,pubmed_synonyms
calcium-blocking agents,calcium blockers,72,1,manually
antiglaucoma agents,anticoagulant agents,72,0,manually
phenothiazine,methdilazine,72,0,pubmed_formula
psychoactive drugs,antipsychotic drug,72,0,manually
cytotoxic agents,cytotoxic,72,1,manually
antidiabetic agent,antianxiety agents,72,0,manually
trazodone hydrochloride,nortriptyline hydrochloride,72,0,pubmed_formula
propoxyphene hydrochloride,nortriptyline hydrochloride,72,0,pubmed_formula
diazoxide,chlordiazepoxide,72,0,pubmed_formula
chloroquine,chloroprocaine,72,0,pubmed_formula
retinyl acetate,norethindrone acetate,72,0,pubmed_formula
chlorpromazine,chloroquine,72,0,pubmed_formula
non-selective monoamine oxidase (mao) inhibitors,non-selective mao inhibitor,72,1,manually
anticonvulsant agents,antianxiety agents,72,0,manually
progestin-only oral contraceptives,combination hormonal contraceptives,72,0,manually
progestational contraceptives,combination hormonal contraceptives,72,0,manually
verapamil hydrochloride,colestipol hydrochloride,72,0,manually
diltiazem hydrochloride,colestipol hydrochloride,72,0,manually
antiretroviral drugs,anti-malarial drugs,72,0,manually
nonsteroidal anti-inflammatory,anti-inflammatory,72,0,manually
fluoxetine hydrochloride,trazodone hydrochloride,72,0,pubmed_formula
anesthetic agents,anti-arrhythmic agents,72,0,manually
diphenoxylate hydrochloride,clonidine hydrochloride,72,0,pubmed_formula
levamisole hydrochloride,clonidine hydrochloride,72,0,pubmed_formula
colestipol hydrochloride,clonidine hydrochloride,72,0,manually
gemifloxacin,ciprofloxacin,72,0,pubmed_formula
levofloxacin,ciprofloxacin,72,0,pubmed_formula
lomefloxacin,ciprofloxacin,72,0,pubmed_formula
antineoplastic agents,antianxiety agents,72,0,manually
phentolamine,d-amphetamine,72,0,pubmed_formula
antithyroid agents,antianxiety agents,72,0,manually
theophylline,aminophylline,72,0,pubmed_formula
phenothiazine,perphenazine,72,0,pubmed_formula
non-selective monoamine oxidase (mao) inhibitors,monoamine oxidase inhibitor,72,0,manually
phenylbutazone,pentazocine,72,0,pubmed_formula
antipsychotic drug,anticholinergic drugs,72,0,manually
procarbazine,carbamazepine,72,0,pubmed_formula
phentolamine,penicillamine,72,0,pubmed_formula
antidiabetic agent,anticholinergic agent,72,0,manually
levamisole hydrochloride,diphenhydramine hydrochloride,72,0,pubmed_formula
nortriptyline hydrochloride,diltiazem hydrochloride,72,0,pubmed_formula
levamisole hydrochloride,diltiazem hydrochloride,72,0,pubmed_formula
antithrombotics,antibiotic,72,0,manually
tannic acid,nicotinic acid,72,0,pubmed_formula
dexfenfluramine,desflurane,72,0,pubmed_formula
sodium valproate,valproate,72,0,pubmed_formula
doxorubicinol,daunorubicin,72,0,pubmed_formula
antiepileptic drugs,antianxiety drugs,72,0,manually
analgesic agents,analgesic,72,1,manually
cyclosporine,cephalosporin,72,0,pubmed_formula
6-thiouric acid,boric acid,72,0,pubmed_formula
antidiabetic medication,antihypertensive medication,72,0,manually
quinolone,fluoroquinolones,72,0,manually
voriconazole,intraconazole,72,0,pubmed_formula
trovafloxacin,levofloxacin,72,0,pubmed_formula
ketoconazole,intraconazole,72,0,pubmed_formula
levofloxacin,grepafloxacin,72,0,pubmed_formula
levamisole hydrochloride,fexofenadine hydrochloride,72,0,pubmed_formula
lomefloxacin,grepafloxacin,72,0,pubmed_formula
antineoplastic agents,antidiabetic agent,72,0,manually
imipramine hydrochloride,fexofenadine hydrochloride,72,0,pubmed_formula
folic acid,fenofibric acid,72,0,pubmed_formula
antidiabetic products,antidiabetic agent,72,1,manually
antithyroid drugs,antihypertensive drugs,72,0,manually
antiparkinson drugs,antidepressant drugs,72,0,manually
antiepileptic drugs,antidepressant drugs,72,0,manually
trazodone hydrochloride,levamisole hydrochloride,72,0,pubmed_formula
methenamine,acetophenazine,72,0,pubmed_formula
tranylcypromine sulfate,atropine sulfate,72,0,pubmed_formula
anticoagulant medication,antidiabetic medication,72,0,manually
metronidazole,itraconazole,72,0,pubmed_formula
methoxyflurane,sevoflurane,72,0,pubmed_formula
antiplatelet agents,antifungal agents,72,0,manually
propoxyphene hydrochloride,isoproterenol hydrochloride,72,0,pubmed_formula
metronidazole,ketoconazole,72,0,pubmed_formula
non-opioid analgesics,pure agonist opioid analgesic,72,0,manually
antiglaucoma agents,antifungal agents,72,0,manually
benzothiazepine,benzocaine,72,0,pubmed_formula
oxymetazoline,azoxymethane,72,0,pubmed_formula
diphenoxylate hydrochloride,propoxyphene hydrochloride,72,0,pubmed_formula
paraxanthine,propantheline,72,0,pubmed_formula
antipyretics,antidiabetics,72,0,manually
oxymetazoline,promethazine,72,0,pubmed_formula
phenothiazine,benzthiazide,72,0,pubmed_formula
phenothiazine,fluphenazine,72,0,pubmed_formula
verapamil hydrochloride,selegiline hydrochloride,72,0,pubmed_formula
trovafloxacin,sparfloxacin,72,0,pubmed_formula
beta-blocking,beta blocker,72,1,manually
fondaparinux sodium,fosinopril sodium,72,0,pubmed_formula
propoxyphene hydrochloride,imipramine hydrochloride,72,0,pubmed_formula
beta adrenergic blocking agents,adrenergic blockers,72,0,manually
fenofibric acid,boric acid,72,0,pubmed_formula
ethinylestradiol,estradiol,72,0,pubmed_formula
droperidol,3h-spiroperidol,72,0,manually
atypical antipsychotic,antipsychotics,72,0,manually
ethoxzolamide,ethosuximide,72,0,pubmed_formula
selective mao inhibitor,mao inhibitor,72,0,manually
thioridazine,ethopropazine,72,0,pubmed_formula
beta-blocking,betablockers,72,1,manually
corticosteroid,adrenocortical steroid,72,0,manually
antiretroviral medication,antiretroviral,72,1,manually
ergot-type oxytocic drugs,oxytocic drugs,72,0,manually
trifluoperazine,piperazine,72,0,pubmed_formula
antipsychotics,antipsychotic medications,72,1,manually
4-hydroxytolbutamide,4-hydroxy-estazolam,72,0,pubmed_formula
trovafloxacin,lomefloxacin,72,0,pubmed_formula
psychotropic agents,chemotherapeutic agents,71,0,manually
antithyroid drugs,antigout drugs,71,0,manually
oxytocic agents,psychotropic agents,71,0,manually
antithrombotic agent,anti-arrhythmic agents,71,0,manually
oxytocic agents,thrombolytic agents,71,0,manually
oxytocic agents,serotonergic agents,71,0,manually
sedating drugs,antigout drugs,71,0,manually
colistin,cisplatin,71,0,pubmed_formula
antipsychotic medications,antiplatelet medication,71,0,manually
resin,reserpine,71,0,manually
carbamate insecticide,organophosphate insecticide,71,0,manually
diasone,orasone,71,0,pubmed_formula
rifampicin,rifadin,71,1,pubmed_synonyms
xanthine derivatives,pyrazolone derivatives,71,0,manually
antithyroid drugs,antianxiety drugs,71,0,manually
spermine,reserpine,71,0,pubmed_formula
pimozide,opioid,71,0,pubmed_formula
antidiabetic drug,antianxiety drugs,71,0,manually
thiazide drugs,antianxiety drugs,71,0,manually
rifampin,rifabutin,71,0,pubmed_formula
antiretroviral medication,antiplatelet medication,71,0,manually
antigout drugs,antianxiety drugs,71,0,manually
synthetic estrogens,antiestrogen,71,0,manually
uricosuric medication,psychotropic medications,71,0,manually
anticholinergic medications,psychotropic medications,71,0,manually
lopressor,ocupress,71,0,pubmed_formula
atropine,arecoline,71,0,pubmed_formula
antineoplastic drugs,antigout drugs,71,0,manually
metoclopramide,chlorpropamide,71,0,pubmed_formula
toxin,thyroxine,71,0,manually
ethacrynic acid,ascorbic acid,71,0,pubmed_formula
trilisate,orlistat,71,0,manually
chlorthalidone,chlortetracycline,71,0,pubmed_formula
chlorpromazine,chlorothiazide,71,0,pubmed_formula
nizoral,antizol,71,0,pubmed_formula
metaclopramide,chlorpropamide,71,0,pubmed_formula
sparine,aspirin,71,0,pubmed_formula
chlorpropamide,chlorothiazide,71,0,pubmed_formula
atropine,arthropan,71,0,pubmed_formula
antibacterial drug,antimycobacterial agents,71,0,manually
antiretroviral agents,antimycobacterial agents,71,0,manually
primidone,arimidex,71,0,pubmed_formula
pargyline,arginine,71,0,pubmed_formula
danazol,antizol,71,0,pubmed_formula
astemizole,antizol,71,0,pubmed_formula
antiplatelet medication,antiplatelet agents,71,1,manually
thyroxine,atropine,71,0,pubmed_formula
antihypertensive medication,anti-hypertensives,71,1,manually
quinine,quetiapine,71,0,pubmed_formula
chlorprothixene,chlorotrianisene,71,0,pubmed_formula
non-steroidal anti-inflammatory,anti-inflammatory,71,0,manually
phenelzine sulfate,atropine sulfate,71,0,pubmed_formula
antiplatelet agents,antihypertensive agents,71,0,manually
vesprin,aspirin,71,0,pubmed_formula
antiretroviral medication,antiretroviral drugs,71,1,manually
sertraline,sectral,71,0,pubmed_formula
salicylate,choline salicylate,71,0,pubmed_formula
antithrombin iii,antithrombotics,71,0,manually
4-hydroxyatomoxetine,atomoxetine,71,0,pubmed_formula
neuroleptic,atypical neuroleptic,71,0,manually
toxin,palytoxin,71,0,manually
lithostat,orlistat,71,0,pubmed_formula
promazine,prazosin,71,0,pubmed_formula
phenelzine sulfate,phenelzine,71,0,pubmed_formula
vesprin,sparine,71,0,pubmed_formula
tacrine,sparine,71,0,pubmed_formula
progestin,prazosin,71,0,pubmed_formula
furoxone,sulfoxone,71,0,pubmed_formula
bacteriostatic antibiotic,b-lactam antibiotics,71,0,manually
prelone,prednisone,71,0,pubmed_formula
diasone,prednisone,71,0,pubmed_formula
spermidine,sparine,71,0,pubmed_formula
spermine,primidone,71,0,pubmed_formula
cyclic antidepressants,antidepressant drugs,71,0,manually
non-selective beta-adrenergic-blocking agents,beta-adrenergic receptor blocking agents,71,0,manually
papaverine,sparine,71,0,pubmed_formula
phenobarbitone,phenobarbital sodium,71,0,pubmed_formula
thyroid,steroid,71,0,manually
antipsychotic agents,anti-arrhythmic agents,71,0,manually
primidone,pimozide,71,0,pubmed_formula
pentostatin,statin,71,0,manually
sotalol,stanozolol,71,0,pubmed_formula
suprax,sporanox,71,0,pubmed_formula
cuprimine,spermine,71,0,pubmed_formula
antineoplastic agents,anticonvulsant agents,71,0,manually
sulfonamide antibiotics,polyene antibiotics,71,0,manually
prolixin,polymyxin,71,0,pubmed_formula
phenylpropanolamine,phentolamine,71,0,pubmed_formula
b-blocking drug,beta-blocking agent,71,1,manually
beta-blocking agent,beta-blocker,71,1,manually
potassium-sparing antihypertensives,potassium sparing diuretics,71,0,manually
antihypertensive agents,anticholinesterase agents,71,0,manually
prochlorperazine,procarbazine,71,0,pubmed_formula
anticoagulant agents,anticholinesterase agents,71,0,manually
celexa,celebrex,71,0,pubmed_formula
eulexin,cephalexin,71,0,pubmed_formula
targretin,panretin,71,0,pubmed_formula
progestin,panretin,71,0,pubmed_formula
antiretroviral medication,anticonvulsant medications,71,0,manually
phenytoin sodium,cephalothin sodium,71,0,pubmed_formula
oxymetazoline,oxytetracycline,71,0,pubmed_formula
statin,simvastatin,71,0,manually
sildenafil citrate,sildenafil,71,0,pubmed_formula
analgesic drugs,antiepileptic drugs,71,0,manually
oxymetazoline,oxyphenbutazone,71,0,pubmed_formula
thorazine,thiazide,71,0,pubmed_formula
tilade,thiazide,71,0,pubmed_formula
temazepam,oxazepam,71,0,pubmed_formula
chlorpheniramine,orphenadrine,71,0,pubmed_formula
cocaine,benzocaine,71,0,pubmed_formula
sparine,parnate,71,0,pubmed_formula
trifluoperazine,prochlorperazine,71,0,pubmed_formula
spermine,promazine,71,0,pubmed_formula
iodine,idoxuridine,71,0,pubmed_formula
charcoal,carbachol,71,0,pubmed_formula
resin,progestin,71,0,manually
trazodone hydrochloride,bepridil hydrochloride,71,0,pubmed_formula
cefditoren,cefditoren pivoxil,71,0,pubmed_formula
phenurone,peganone,71,0,pubmed_formula
toxin,tamoxifen,71,0,manually
prolixin,proleukin,71,0,manually
fexofenadine hydrochloride,bepridil hydrochloride,71,0,pubmed_formula
penicillin v,benzylpenicillin,71,0,pubmed_formula
sparine,paroxetine,71,0,pubmed_formula
penicillin g,benzylpenicillin,71,1,drugbank_syn
anticholinergic medications,anticholinergic,71,1,manually
dilantin,cisplatin,71,0,pubmed_formula
phenothiazine derivatives,coumarin derivatives,71,0,manually
tenormin,metformin,71,0,pubmed_formula
levamisole hydrochloride,isoproterenol hydrochloride,71,0,pubmed_formula
mithracin,amikacin,71,0,pubmed_formula
selegiline hydrochloride,isoproterenol hydrochloride,71,0,pubmed_formula
niacin,amikacin,71,0,pubmed_formula
refludan,enflurane,71,0,pubmed_formula
enoximone,enoxacin,71,0,pubmed_formula
sprycel,isuprel,71,0,pubmed_formula
valium,aluminum,71,0,pubmed_formula
niacin,enoxacin,71,0,pubmed_formula
methanol,methadone,71,0,pubmed_formula
ofloxacin,enoxacin,71,0,pubmed_formula
methanol,metamizol,71,0,pubmed_formula
foscavir,foscarnet,71,0,pubmed_formula
oxacillin,enoxacin,71,0,pubmed_formula
endotoxin,enoxacin,71,0,pubmed_formula
heparin,enoxaparin,71,1,pubmed_synonyms
naloxone,enoximone,71,0,pubmed_formula
prelone,kerlone,71,0,pubmed_formula
frova,fortovase,71,0,pubmed_formula
toradol,foradil,71,0,pubmed_formula
beta-interferon,alpha interferon,71,0,manually
spermine,ephedrine,71,0,pubmed_formula
prelone,eplerenone,71,0,pubmed_formula
mellaril,enalapril,71,0,pubmed_formula
methysergide,methylergonovine,71,0,pubmed_formula
proscar,eprosartan,71,0,pubmed_formula
lidocaine,dopamine,71,0,pubmed_formula
nandrolone,nadolol,71,0,pubmed_formula
nisoldipine,iodine,71,0,pubmed_formula
ticlopidine,iodine,71,0,pubmed_formula
nalfon,nabilone,71,0,pubmed_formula
duragesic,diuretic,71,0,manually
quinidine,iopidine,71,0,pubmed_formula
desethylamiodarone,amiodarone,71,0,pubmed_formula
motrin,morphine,71,0,pubmed_formula
prednisone,methylprednisolone,71,0,pubmed_formula
prazosin,doxazosin,71,0,pubmed_formula
miconazole nitrate,miconazole,71,0,pubmed_formula
gallamine,galangin,71,0,pubmed_formula
doxepin,duloxetine,71,0,pubmed_formula
thioxanthenes,methylxanthines,71,0,manually
nicotine,iodine,71,0,pubmed_formula
procaine,lidocaine,71,0,pubmed_formula
ticlopidine,lodine,71,0,pubmed_formula
diphenoxylate hydrochloride,fluoxetine hydrochloride,71,0,pubmed_formula
loxapine,lodine,71,0,pubmed_formula
felbatol,felbamate,71,1,pubmed_synonyms
histamine,vitamins,71,0,manually
rifamate,felbamate,71,0,pubmed_formula
filipin,felodipine,71,0,pubmed_formula
ardeparin,warfarin,71,0,pubmed_formula
dostinex,adenosine,71,0,pubmed_formula
fondaparinux sodium,warfarin sodium,71,0,pubmed_formula
dezocine,adenosine,71,0,pubmed_formula
loxapine,lidocaine,71,0,pubmed_formula
beta-adrenergic-blocking agents,adrenergic agents,71,0,manually
phenylpropanolamine,l-phenylalanine,71,0,pubmed_formula
lotensin,levsin,71,0,pubmed_formula
panretin,acitretin,71,0,pubmed_formula
phenyltoloxamine,l-phenylalanine,71,0,pubmed_formula
antifungal agents,acidifying agents,71,0,manually
chlorpheniramine,mechlorethamine,71,0,pubmed_formula
fluoroquinolones,fluoroquinolone antibiotic,71,1,manually
statin,fluvastatin,71,0,manually
diphenoxylate hydrochloride,levamisole hydrochloride,71,0,pubmed_formula
endotoxin,toxin,71,0,manually
motrin,lamotrigine,71,0,pubmed_formula
beta adrenergic-blocking agents,adrenergic agents,71,0,manually
histamine,ketamine,71,0,pubmed_formula
motrin,almotriptan,71,0,pubmed_formula
